Id,ItemType,Category,ReportFormat,KeyCodeName,KeyCode,DWHCode,Formula,FormulaValid,FormulaError,DisplayOrder,DisplayUnit,DisplayFormat,UpdatedDate,UpdatedBy,ItemLevel,ValueType,IsPriceItem,IsTTMRatio,IsOverridable,IsShowReview,SectorFormula
1492,BS,NULL,Security,Deffered revenue,BS.133,BSA76,NULL,1,NULL,133,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1493,BS,NULL,Security,Long term collaterals received,BS.134,BSS251,NULL,1,NULL,134,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1494,BS,NULL,Security,Other long-term payables,BS.135,BSA70,NULL,1,NULL,135,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1495,BS,NULL,Security,Preferred shares (Before 2016),BS.136,BSA174,NULL,1,NULL,136,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1496,BS,NULL,Security,Provision for severance allowances (Before 2016),BS.137,BSA73,NULL,1,NULL,137,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1497,BS,NULL,Security,Provision for long-term liabilities,BS.138,BSA74,NULL,1,NULL,138,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1498,BS,NULL,Security,Provision for compensation of investors,BS.139,BSS138,NULL,1,NULL,139,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1373,BS,NULL,Security,Account receivables,BS.14,BSS218,NULL,1,NULL,14,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1499,BS,NULL,Security,Deferred income tax liabilities,BS.140,BSA72,NULL,1,NULL,140,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1500,BS,NULL,Security,Technology-science development fund,BS.141,BSA77,NULL,1,NULL,141,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1501,BS,NULL,Security,OWNER'S EQUITY,BS.142,BSA78,NULL,1,NULL,142,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1502,BS,NULL,Security,Capital and researves,BS.143,BSA79,NULL,1,NULL,143,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1503,BS,NULL,Security,Shareholders' equity,BS.144,BSS252,NULL,1,NULL,144,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1504,BS,NULL,Security,Paid-in capital,BS.145,BSA80,NULL,1,NULL,145,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1505,BS,NULL,Security,Common shares,BS.146,BSA175,NULL,1,NULL,146,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1506,BS,NULL,Security,Preferred shares,BS.147,BSB120,NULL,1,NULL,147,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1507,BS,NULL,Security,Capital surplus,BS.148,BSA81,NULL,1,NULL,148,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1508,BS,NULL,Security,Conversion options on convertible bonds,BS.149,BSA176,NULL,1,NULL,149,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1374,BS,NULL,Security,Deductible value added tax (Before 2016),BS.15,BSS223,NULL,1,NULL,15,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1509,BS,NULL,Security,Owner's other capital,BS.150,BSA82,NULL,1,NULL,150,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1510,BS,NULL,Security,Treasury shares,BS.151,BSA83,NULL,1,NULL,151,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1511,BS,NULL,Security,Differences upon asset revaluation,BS.152,BSA84,NULL,1,NULL,152,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1512,BS,NULL,Security,Foreign exchange differences,BS.153,BSA85,NULL,1,NULL,153,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1513,BS,NULL,Security,Charter reserve,BS.154,BSS253,NULL,1,NULL,154,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1514,BS,NULL,Security,Investment and development funds (Before 2016),BS.155,BSA86,NULL,1,NULL,155,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1515,BS,NULL,Security,Financial reserve funds,BS.156,BSA87,NULL,1,NULL,156,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1516,BS,NULL,Security,Other funds,BS.157,BSA89,NULL,1,NULL,157,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1517,BS,NULL,Security,Undistributed earnings,BS.158,BSA90,NULL,1,NULL,158,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1518,BS,NULL,Security,Realized gain,BS.159,BSS254,NULL,1,NULL,159,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1375,BS,NULL,Security,Receivables and accrued dividend/interest of financial assets,BS.16,BSS219,NULL,1,NULL,16,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1519,BS,NULL,Security,Beginning accumulated undistributed earnings,BS.160,BSA177,NULL,1,NULL,160,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1520,BS,NULL,Security,Current period undistributed earnings,BS.161,BSA178,NULL,1,NULL,161,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1521,BS,NULL,Security,Unrealized gain,BS.162,BSS255,NULL,1,NULL,162,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1522,BS,NULL,Security,Minority interests,BS.163,BSA210,NULL,1,NULL,163,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1523,BS,NULL,Security,Budget sources and other funds,BS.164,BSA92,NULL,1,NULL,164,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1524,BS,NULL,Security,Bonus and welfare funds (Before 2010),BS.165,BSA93,NULL,1,NULL,165,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1525,BS,NULL,Security,Budget sources and other funds,BS.166,BSA94,NULL,1,NULL,166,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1526,BS,NULL,Security,Funds used for fixed asset acquisitions,BS.167,BSA211,NULL,1,NULL,167,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1527,BS,NULL,Security,MINORITY INTERESTS (before 2015),BS.168,BSA95,NULL,1,NULL,168,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1528,BS,NULL,Security,TOTAL RESOURCES,BS.169,BSA96,NULL,1,NULL,169,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1376,BS,NULL,Security,Due or overdue receivables on dividend/interest,BS.17,BSS220,NULL,1,NULL,17,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1529,BS,NULL,Security,Distributed profit to investor,BS.170,BSS256,NULL,1,NULL,170,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1530,BS,NULL,Security,Distributed profit to investor during the year,BS.171,BSS257,NULL,1,NULL,171,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1377,BS,NULL,Security,Doubtful debts on dividend/interest which are overdue,BS.18,BSS221,NULL,1,NULL,18,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1378,BS,NULL,Security,Undue accrued dividend/interest,BS.19,BSS222,NULL,1,NULL,19,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1361,BS,NULL,Security,Short term financial assets,BS.2,NULL,NULL,1,NULL,2,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1379,BS,NULL,Security,Receivables form services provided by the stock company,BS.20,BSS224,NULL,1,NULL,20,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1380,BS,NULL,Security,Prepayments to suppliers,BS.21,BSA10,NULL,1,NULL,21,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1381,BS,NULL,Security,Intercompany receivables,BS.22,BSA11,NULL,1,NULL,22,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1382,BS,NULL,Security,Receivables arise from transaction error,BS.23,BSS225,NULL,1,NULL,23,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1383,BS,NULL,Security,Receivable from trading stocks (Before 2016),BS.24,BSS133,NULL,1,NULL,24,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1384,BS,NULL,Security,Construction contract in progress receivables (Before 2016),BS.25,BSA12,NULL,1,NULL,25,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1385,BS,NULL,Security,Short-term loans receivables (Before 2016),BS.26,BSA159,NULL,1,NULL,26,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1386,BS,NULL,Security,Other receivables,BS.27,BSA13,NULL,1,NULL,27,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1387,BS,NULL,Security,Provision for short term receivables,BS.28,BSS226,NULL,1,NULL,28,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1388,BS,NULL,Security,Provision for doubtful debts (Before 2016),BS.29,BSA14,NULL,1,NULL,29,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1362,BS,NULL,Security,Cash and cash equivalents,BS.3,BSA2,NULL,1,NULL,3,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1389,BS,NULL,Security,Shortage of current assets waiting for solution (Before 2016),BS.30,BSI141,NULL,1,NULL,30,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1390,BS,NULL,Security,"Inventories, Net (Before 2016)",BS.31,BSA15,NULL,1,NULL,31,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1391,BS,NULL,Security,Inventories (Before 2016),BS.32,BSA16,NULL,1,NULL,32,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1392,BS,NULL,Security,Provision for decline in inventories (Before 2016),BS.33,BSA17,NULL,1,NULL,33,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1393,BS,NULL,Security,Other current assets,BS.34,BSA18,NULL,1,NULL,34,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1394,BS,NULL,Security,Advance,BS.35,BSS227,NULL,1,NULL,35,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1395,BS,NULL,Security,Tools and equipments,BS.36,BSS228,NULL,1,NULL,36,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1396,BS,NULL,Security,Short-term prepayments,BS.37,BSA19,NULL,1,NULL,37,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1397,BS,NULL,Security,Short term Collaterals,BS.38,BSS229,NULL,1,NULL,38,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1398,BS,NULL,Security,VAT to be claimed,BS.39,BSA20,NULL,1,NULL,39,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1363,BS,NULL,Security,Cash,BS.4,BSA3,NULL,1,NULL,4,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1399,BS,NULL,Security,Other taxes receivable,BS.40,BSA21,NULL,1,NULL,40,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1400,BS,NULL,Security,Government bonds purchased for resale,BS.41,BSA160,NULL,1,NULL,41,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1401,BS,NULL,Security,Other current assets,BS.42,BSA22,NULL,1,NULL,42,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1402,BS,NULL,Security,Provision for other current assets,BS.43,BSS230,NULL,1,NULL,43,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1403,BS,NULL,Security,LONG-TERM ASSETS,BS.44,BSA23,NULL,1,NULL,44,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1404,BS,NULL,Security,Long term financial assets,BS.45,NULL,NULL,1,NULL,45,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1405,BS,NULL,Security,Long-term trade receivables,BS.46,BSA24,NULL,1,NULL,46,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1406,BS,NULL,Security,Long-term trade receivables,BS.47,BSA25,NULL,1,NULL,47,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1407,BS,NULL,Security,Long-term prepayments to suppliers (Before 2016),BS.48,BSA161,NULL,1,NULL,48,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1408,BS,NULL,Security,Paid-in capital in wholly-owned subsidiaries (Before 2016),BS.49,BSS134,NULL,1,NULL,49,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1364,BS,NULL,Security,Cash equivalents,BS.5,BSA4,NULL,1,NULL,5,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1409,BS,NULL,Security,Long-term intercompany receivables (Before 2016),BS.50,BSA26,NULL,1,NULL,50,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1410,BS,NULL,Security,Long-term loans receivables (Before 2016),BS.51,BSA162,NULL,1,NULL,51,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1411,BS,NULL,Security,Other long-term receivables (Before 2016),BS.52,BSA27,NULL,1,NULL,52,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1412,BS,NULL,Security,Provision for doubtful LT receivable (Before 2016),BS.53,BSA28,NULL,1,NULL,53,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1413,BS,NULL,Security,Long-term investments,BS.54,BSA43,NULL,1,NULL,54,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1414,BS,NULL,Security,Investments in subsidiaries,BS.55,BSA44,NULL,1,NULL,55,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1415,BS,NULL,Security,Investments in associates,BS.56,BSA45,NULL,1,NULL,56,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1416,BS,NULL,Security,Long-term securities investment,BS.57,BSS189,NULL,1,NULL,57,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1417,BS,NULL,Security,Available-for-sales securities,BS.58,BSS213,NULL,1,NULL,58,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1418,BS,NULL,Security,Held-to-maturity investment,BS.59,BSA165,NULL,1,NULL,59,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1365,BS,NULL,Security,Short-term investments,BS.6,BSA6,NULL,1,NULL,6,NULL,NULL,52:13.7,ducle@dragoncapital.com,0,NULL,0,0,0,0,NULL
1419,BS,NULL,Security,Other long-term investments,BS.60,BSA46,NULL,1,NULL,60,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1420,BS,NULL,Security,Provision for long-term investments,BS.61,BSA47,NULL,1,NULL,61,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1421,BS,NULL,Security,Fixed assets,BS.62,BSA29,NULL,1,NULL,62,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1422,BS,NULL,Security,Tangible fixed assets,BS.63,BSA30,NULL,1,NULL,63,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1423,BS,NULL,Security,Cost,BS.64,BSA31,NULL,1,NULL,64,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1424,BS,NULL,Security,Accumulated depreciation,BS.65,BSA32,NULL,1,NULL,65,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1425,BS,NULL,Security,Revaluation of tangible fixed assets using fair value model,BS.66,NULL,NULL,1,NULL,66,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1426,BS,NULL,Security,Finance lease assets,BS.67,BSA33,NULL,1,NULL,67,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1427,BS,NULL,Security,Cost,BS.68,BSA34,NULL,1,NULL,68,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1428,BS,NULL,Security,Accumulated depreciation,BS.69,BSA35,NULL,1,NULL,69,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1366,BS,NULL,Security,Held-to-maturity investment,BS.7,BSB108,NULL,1,NULL,7,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1429,BS,NULL,Security,Revaluation of fixed assets in financial lease using fair value model,BS.70,BSS232,NULL,1,NULL,70,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1430,BS,NULL,Security,Intangible fixed assets,BS.71,BSA36,NULL,1,NULL,71,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1431,BS,NULL,Security,Cost,BS.72,BSA37,NULL,1,NULL,72,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1432,BS,NULL,Security,Accumulated depreciation,BS.73,BSA38,NULL,1,NULL,73,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1433,BS,NULL,Security,Revaluation of intangible fixed assets using fair value model,BS.74,BSS233,NULL,1,NULL,74,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1434,BS,NULL,Security,Construction in progress (before 2015),BS.75,BSA39,NULL,1,NULL,75,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1435,BS,NULL,Security,Investment properties,BS.76,BSA40,NULL,1,NULL,76,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1436,BS,NULL,Security,Cost,BS.77,BSA41,NULL,1,NULL,77,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
1437,BS,NULL,Security,Accumulated depreciation,BS.78,BSA42,NULL,1,NULL,78,NULL,NULL,56:45.8,NULL,0,NULL,0,0,0,0,NULL
